"","ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"130","936436A1FBD6E5A3","docked_bike","2021-05-16 13:22:06","2021-05-16 14:49:34","Greenwich St & Hubert St",5470.1,"Cleveland Pl & Spring St",5492.05,40.721319,-74.010065,40.722103786686,-73.997249007225,"member"
"343","0D4674B38466F0B0","docked_bike","2021-05-16 13:55:37","2021-05-16 14:10:03","5 Ave & E 29 St",6248.06,"W Broadway & W Houston St",5644.05,40.745167,-73.98683,40.726378,-74.000472,"member"
"486","E98D53C25DA34BA4","docked_bike","2021-05-16 16:37:42","2021-05-16 16:42:52","W 70 St & Amsterdam Ave",7207.08,"Amsterdam Ave & W 82 St",7360.1,40.77748,-73.982885,40.78524672,-73.97667321,"casual"
"142","6ECE815A23DE95E0","docked_bike","2021-05-16 16:47:14","2021-05-16 16:58:04","46 Ave & 5 St",6286.02,"Queens Plaza North & Crescent St",6429.01,40.74731,-73.95451,40.75110165,-73.94073717,"casual"
"255","AE09FE3566D907E0","docked_bike","2021-05-16 17:01:49","2021-05-16 17:20:49","Central Park W & W 103 St",7577.27,"Riverside Dr & W 91 St",7524.16,40.796036,-73.961589,40.7931348098666,-73.9770036935806,"member"
"291","C873531B793C6EE3","docked_bike","2021-05-16 17:19:12","2021-05-16 17:35:34","Division Ave & Hooper St",5045.05,"Kent Ave & N 7 St",5489.03,40.706842,-73.954435,40.7203677529846,-73.9616507291794,"casual"
"433","CE9D7F4E5AA3FD6E","docked_bike","2021-05-16 17:34:12","2021-05-16 18:01:28","DeKalb Ave & Franklin Ave",4528.01,"Putnam Ave & Throop Ave",4392.04,40.690648,-73.957461,40.6851532,-73.94111,"member"
"111","0C98724D114D7471","docked_bike","2021-05-16 17:41:44","2021-05-16 18:40:45","Riverside Dr & W 72 St",7288.04,"Central Park West & W 72 St",7141.07,40.780577,-73.985624,40.7757937668367,-73.9762057363987,"member"
"356","BFB0DF9CD1D26600","docked_bike","2021-05-16 19:06:32","2021-05-16 19:30:47","Irving Ave & Palmetto St",4775.01,"Irving Ave & Palmetto St",4775.01,40.698,-73.9127,40.698,-73.9127,"casual"
"293","FCF43DF8DCF515A1","docked_bike","2021-05-16 19:10:32","2021-05-16 19:36:23","Stagg St & Union Ave",5117.05,"Stagg St & Union Ave",5117.05,40.70877,-73.950952,40.70877084,-73.95095259,"member"
"331","6A9C40C1CEE295EE","docked_bike","2021-05-16 19:31:25","2021-05-16 19:39:48","6 Ave & W 34 St",6364.1,"W 42 St & 6 Ave",6517.08,40.74964,-73.98805,40.75492,-73.98455,"casual"
"11","AC1C14382AACCE6C","docked_bike","2021-05-16 21:47:35","2021-05-16 22:00:25","W 13 St & 7 Ave",6030.04,"E 7 St & Avenue A",5626.07,40.737815,-73.999946,40.72621788,-73.98379855,"casual"
"206","B64DA55BDB1D01A8","docked_bike","2021-05-17 05:08:58","2021-05-17 05:10:31","W 26 St & 8 Ave",6297.02,"W 27 St & 7 Ave",6247.06,40.747348,-73.997235,40.746647,-73.993915,"member"
"369","6E1339DAE0C726FB","docked_bike","2021-05-17 10:58:02","2021-05-17 11:24:10","West St & Liberty St",5184.08,"W 44 St & 11 Ave",6756.05,40.711444,-74.014847,40.762009,-73.996975,"member"
"133","AAEEBEAD00D3F5D2","docked_bike","2021-05-17 11:10:38","2021-05-17 11:17:05","South St & Whitehall St",4846.01,"West Thames St",5114.06,40.701221,-74.012342,40.70834698,-74.01713445,"member"
"437","B209BE2A6EE3179D","docked_bike","2021-05-17 12:47:55","2021-05-17 12:56:54","11 Ave & W 27 St",6425.04,"W 15 St & 10 Ave",6115.09,40.751396,-74.005226,40.742753828659,-74.0074735879898,"casual"
"31","76592613719CEBB3","docked_bike","2021-05-17 14:01:04","2021-05-17 14:12:53","50 St & Northern Blvd",6511.03,"31 Ave & 34 St",6819.15,40.753441,-73.912402,40.763154,-73.920827,"casual"
"200","F7703BD77536F42B","docked_bike","2021-05-17 15:00:50","2021-05-17 15:03:07","Clark St & Henry St",4789.03,"Fulton St & Adams St",4637.06,40.697601,-73.993445,40.6924182925785,-73.989494740963,"casual"
"166","76BE01FD4C35B94C","docked_bike","2021-05-17 15:22:38","2021-05-17 15:24:18","1 Ave & E 62 St",6753.08,"1 Ave & E 68 St",6822.09,40.761227,-73.96094,40.76500525,-73.95818491,"member"
"399","CAA08EADC8167A98","docked_bike","2021-05-17 15:52:02","2021-05-17 15:57:19","2 Ave & E 72 St",6925.09,"E 63 St & 3 Ave",6830.02,40.768762,-73.958407,40.763954,-73.9646,"member"
"216","C23E9422A6C01ADA","docked_bike","2021-05-17 16:03:42","2021-05-17 16:11:04","E 15 St & 3 Ave",5863.07,"Lexington Ave & E 29 St",6164.09,40.734232,-73.986923,40.7431155537649,-73.9821535348892,"casual"
"474","A3EA52FDC27DE506","docked_bike","2021-05-17 16:19:48","2021-05-17 16:39:19","5 Ave & E 78 St",7161.08,"Central Park West & W 72 St",7141.07,40.776321,-73.964273,40.7757937668367,-73.9762057363987,"casual"
"364","5EAF18A08371FC83","docked_bike","2021-05-17 16:20:51","2021-05-17 16:28:37","Carroll St & Columbia St",4348.07,"Henry St & Middagh St",4861.05,40.683045,-74.003485,40.7003,-73.991581,"casual"
"493","5B7A2624BED6B0DA","docked_bike","2021-05-17 17:13:44","2021-05-17 17:19:36","E 6 St & Avenue D",5506.14,"E 13 St & Avenue A",5779.09,40.72228,-73.976687,40.7296672939298,-73.9806796610355,"member"
"151","D11C0BCF7B9B9FC7","docked_bike","2021-05-17 17:17:35","2021-05-17 17:23:02","E 27 St & Park Ave S",6131.13,"E 33 St & 1 Ave",6197.08,40.742751,-73.984715,40.7432268143217,-73.9744978398085,"member"
"351","451149D56EC76095","docked_bike","2021-05-17 17:37:27","2021-05-17 18:09:12","Prospect Park West & 8 St",3722.04,"Bergen St & Flatbush Ave",4281.08,40.665146,-73.976376,40.6809447234773,-73.9756733179092,"casual"
"286","B163705022A57741","docked_bike","2021-05-17 17:38:47","2021-05-17 17:56:21","West St & Chambers St",5329.03,"Greenwich Ave & 8 Ave",6072.06,40.717548,-74.01322,40.7390169121,-74.0026376103,"casual"
"245","A89FDCFAD8513AF8","docked_bike","2021-05-17 18:24:41","2021-05-17 18:29:39","W 110 St & Amsterdam Ave",7646.04,"Riverside Dr & W 104 St",7623.13,40.802692,-73.96295,40.8013434,-73.9711457439,"member"
"270","5EBB14E485A9B9A3","docked_bike","2021-05-17 18:25:31","2021-05-17 18:54:05","W 40 St & 5 Ave",6474.02,"W 54 St & 11 Ave",6955.05,40.752269,-73.982079,40.768333,-73.992573,"casual"
"327","C233395AA77A0039","docked_bike","2021-05-18 00:11:02","2021-05-18 00:30:38","St. Nicholas Ave & W 157 St",8085.09,"12 Ave & W 125 St",7886.02,40.832314,-73.94102,40.818299,-73.960405,"member"
"39","F7B6DCE87707D8EA","docked_bike","2021-05-18 06:52:09","2021-05-18 06:57:31","Greenwich Ave & 8 Ave",6072.06,"W 22 St & 10 Ave",6306.06,40.739016,-74.002637,40.74691959,-74.00451887,"member"
"143","6A63A5F4C42385E8","docked_bike","2021-05-18 07:54:10","2021-05-18 07:56:06","Avenue C & E 18 St",5769.04,"E 14 St & Avenue B",5736.09,40.730563,-73.973984,40.72938685,-73.97772429,"member"
"387","07F2EA5A4B1FBA57","docked_bike","2021-05-18 10:54:23","2021-05-18 11:24:53","Amsterdam Ave & W 73 St",7260.09,"Amsterdam Ave & W 73 St",7260.09,40.779668,-73.98093,40.7796680900731,-73.9809304475784,"member"
"124","CF39822C8D8FAAD8","docked_bike","2021-05-18 12:16:42","2021-05-18 12:33:51","Lafayette St & Jersey St",5561.06,"W 25 St & 6 Ave",6215.04,40.72456,-73.995652,40.74395411,-73.99144871,"casual"
"134","8A794DAD5D720A26","docked_bike","2021-05-18 12:49:13","2021-05-18 12:55:24","8 Ave & W 16 St",6072.11,"W 22 St & 10 Ave",6306.06,40.740983,-74.001702,40.74691959,-74.00451887,"member"
"391","AD23EC6FF782B1CE","docked_bike","2021-05-18 13:33:52","2021-05-18 13:41:05","FDR Drive & E 35 St",6230.04,"E 32 St & Park Ave",6280.12,40.744219,-73.971212,40.7457121,-73.98194829,"member"
"367","AC4C5169F54938FB","docked_bike","2021-05-18 14:33:57","2021-05-18 14:38:39","Madison St & Montgomery St",5262.09,"Canal St & Rutgers St",5303.08,40.713126,-73.984844,40.71427487,-73.98990025,"member"
"258","3D86DAEEF46160F1","docked_bike","2021-05-18 14:36:10","2021-05-18 14:42:51","Pioneer St & Richards St",4128.08,"Smith St & 9 St",4077.04,40.677774,-74.009461,40.6746957,-73.99785768,"member"
"441","CBC6C0ED60FEC9B8","docked_bike","2021-05-18 15:00:56","2021-05-18 15:13:18","Bergen St & Vanderbilt Ave",4157.1,"Kingston Ave & Herkimer St",4205.06,40.679438,-73.968043,40.67890679,-73.94142771,"member"
"219","7C1CE399294BC06D","docked_bike","2021-05-18 15:25:43","2021-05-18 15:32:56","Greenwich Ave & Charles St",5914.08,"W 22 St & 8 Ave",6224.03,40.735238,-74.000271,40.74475148,-73.99915362,"member"
"240","40AA35EF80B72259","docked_bike","2021-05-18 16:01:02","2021-05-18 16:17:42","W 20 St & 10 Ave",6306.01,"E 10 St & Avenue A",5659.05,40.745686,-74.005141,40.72740794,-73.98142006,"member"
"78","826AB8DA6C545F2A","docked_bike","2021-05-18 16:09:55","2021-05-18 16:23:24","W 16 St & The High Line",6233.05,"West St & Liberty St",5184.08,40.743349,-74.006817,40.711444,-74.014847,"member"
"416","4DD7E1202BC18759","docked_bike","2021-05-18 16:34:22","2021-05-18 16:49:01","E 53 St & Madison Ave",6659.03,"W 13 St & 5 Ave",5947.04,40.75971,-73.974023,40.735445,-73.99431,"member"
"381","E4002DBDF3FFEEF1","docked_bike","2021-05-18 16:45:18","2021-05-18 16:48:56","Vesey Pl & River Terrace",5297.02,"Murray St & Greenwich St",5288.12,40.715337,-74.016583,40.7148515052625,-74.0112233161926,"member"
"42","64F1F4A1CA5BA870","docked_bike","2021-05-18 17:00:06","2021-05-18 17:15:34","Broadway & W 36 St",6441.01,"E 58 St &  1 Ave (NW Corner)",6723.1,40.750977,-73.987654,40.759125,-73.962658,"member"
"407","9DFBAEE0B0710E1A","docked_bike","2021-05-18 17:06:19","2021-05-18 17:34:41","W 42 St & 6 Ave",6517.08,"W 100 St & Manhattan Ave",7538.14,40.75492,-73.98455,40.795,-73.9645,"member"
"128","2AEEAB5C941BD7CF","docked_bike","2021-05-18 17:19:06","2021-05-18 18:01:21","E 48 St & 3 Ave",6541.03,"West Thames St",5114.06,40.754601,-73.971878,40.70834698,-74.01713445,"casual"
"88","452FACC0DB5BDD3A","docked_bike","2021-05-18 17:22:20","2021-05-18 17:36:53","31 St & Thomson Ave",6227.02,"Metropolitan Ave & Bedford Ave",5308.04,40.744697,-73.935403,40.71534825,-73.96024116,"casual"
"346","3A1B30937F0202EC","docked_bike","2021-05-18 17:29:08","2021-05-18 17:51:40","St Nicholas Ave & W 134 St",7837.3,"St Nicholas Ave & Manhattan Ave",7723.01,40.816234,-73.948222,40.809725,-73.953149,"casual"
"211","C6D4B7345549E2F0","docked_bike","2021-05-18 17:54:27","2021-05-18 17:59:02","5 St & 6 Ave",3874.01,"10 St & 5 Ave",3842.08,40.670483,-73.982089,40.6686273,-73.98700053,"member"
"20","EB0C57DE20E99CA6","docked_bike","2021-05-18 18:02:00","2021-05-18 18:13:04","7 St & 5 Ave",3914.02,"S Portland Ave & Hanson Pl",4354.05,40.670492,-73.985416,40.68539567,-73.97431458,"casual"
"483","C189F7A0184B61AE","docked_bike","2021-05-18 18:19:11","2021-05-18 18:31:06","West St & Liberty St",5184.08,"W 10 St & Washington St",5847.06,40.711444,-74.014847,40.7334239943708,-74.0085149556398,"member"
"498","5CC251C1B93D5C7A","docked_bike","2021-05-18 20:16:23","2021-05-18 20:23:51","N 15 St & Wythe Ave",5520.09,"Franklin St & Dupont St",5944.01,40.724055,-73.955736,40.73564,-73.95866,"casual"
"15","6C5660B2F8003A68","docked_bike","2021-05-18 20:19:02","2021-05-18 20:20:41","Pleasant Ave & E 116 St",7450.05,"Pleasant Ave & E 116 St",7450.05,40.794987,-73.933334,40.7949879,-73.9333349,"member"
"322","ABD407BE0829B497","docked_bike","2021-05-18 20:50:12","2021-05-18 21:17:05","S 4 St & Wythe Ave",5204.05,"Norfolk St & Broome St",5374.01,40.712858,-73.965902,40.7172274,-73.98802084,"casual"
"414","11262515940BF7DE","docked_bike","2021-05-18 21:08:47","2021-05-18 21:46:29","Riverside Blvd & W 67 St",7183.03,"2 Ave & E 125 St",7648.16,40.777507,-73.988885,40.802554,-73.933509,"member"
"378","D8C7CD6A131143F3","docked_bike","2021-05-18 21:39:33","2021-05-18 21:45:37","E 2 St & Avenue C",5476.03,"E 13 St & Avenue A",5779.09,40.720873,-73.980857,40.7296672939298,-73.9806796610355,"casual"
"63","4AAECB7043063208","docked_bike","2021-05-19 08:32:45","2021-05-19 08:33:30","E 33 St & 1 Ave",6197.08,"E 33 St & 1 Ave",6197.08,40.743226,-73.974497,40.7432268143217,-73.9744978398085,"member"
"410","FBE43CCCBE7BCFAE","docked_bike","2021-05-19 09:11:26","2021-05-19 09:19:48","Broadway & W 131 St",7865.09,"Adam Clayton Powell Blvd & W 115 St",7643.18,40.817555,-73.957163,40.802535,-73.9532423,"casual"
"439","9228EF35FD20FD41","docked_bike","2021-05-19 09:16:09","2021-05-19 09:23:05","Union Ave & N 12 St",5411.07,"Stagg St & Union Ave",5117.05,40.71924,-73.95242,40.70877084,-73.95095259,"member"
"4","40AE5E000ADB9F6E","docked_bike","2021-05-19 13:03:25","2021-05-19 13:10:36","E 17 St & Broadway",5980.07,"1 Ave & E 16 St",5779.08,40.737049,-73.990092,40.73221853,-73.98165557,"member"
"453","8C60E0D9AE5576A7","docked_bike","2021-05-19 14:24:50","2021-05-19 15:04:54","41 St & 4 Ave",3347.03,"Forsyth St\t& Grand St",5382.07,40.651354,-74.007168,40.7177981773783,-73.9931613206863,"member"
"307","AEA6804397529AA8","docked_bike","2021-05-19 14:27:27","2021-05-19 14:39:15","E 118 St & 1 Ave",7596.1,"E 102 St & Park Ave",7488.24,40.79747,-73.93504,40.7904828,-73.95033068,"member"
"452","6BAAA092DEAA85C8","docked_bike","2021-05-19 15:11:32","2021-05-19 15:13:46","Fulton St & Broadway",5175.08,"Albany St & Greenwich St",5145.02,40.711066,-74.009447,40.709267,-74.013247,"member"
"339","3B2D885AAB2C68FC","docked_bike","2021-05-19 15:45:55","2021-05-19 16:17:53","Old Fulton St",4903.08,"Norfolk St & Broome St",5374.01,40.702771,-73.993836,40.7172274,-73.98802084,"casual"
"157","8D32480434B6B52F","docked_bike","2021-05-19 16:36:01","2021-05-19 17:03:59","Harlem River Dr & W 155 St",8085.13,"Lenox Ave & W 126 St",7720.03,40.830476,-73.939929,40.808442,-73.9452087,"casual"
"168","34335AD984F1A35B","docked_bike","2021-05-19 16:47:08","2021-05-19 17:21:29","W 13 St & 7 Ave",6030.04,"Mott St & Prince St",5561.04,40.737815,-73.999946,40.72317958,-73.99480012,"member"
"418","848C294CDD72647B","docked_bike","2021-05-19 17:27:10","2021-05-19 17:44:04","Greene Ave & Nostrand Ave",4519.02,"Myrtle Ave & Grove St",4816.05,40.688333,-73.950916,40.69905,-73.91516,"member"
"424","3741885ACC2C5281","docked_bike","2021-05-19 18:07:25","2021-05-19 18:41:21","W 15 St & 10 Ave",6115.09,"E 2 St & Avenue C",5476.03,40.742753,-74.007473,40.7208736,-73.98085795,"casual"
"101","978542E06E1AC628","docked_bike","2021-05-19 18:28:34","2021-05-19 19:13:24","E 58 St & 3 Ave",6762.02,"Central Park North & Adam Clayton Powell Blvd",7617.07,40.760957,-73.967244,40.799484,-73.955613,"casual"
"261","1652AFE5BBBA12B1","docked_bike","2021-05-19 18:44:15","2021-05-19 18:59:23","John St & William St",5065.04,"6 Ave & Canal St",5500.07,40.708621,-74.007221,40.72243797,-74.00566443,"member"
"33","7B3D9EE782E491AC","docked_bike","2021-05-19 18:44:56","2021-05-19 18:50:45","Cadman Plaza E & Tillary St",4677.01,"Concord St & Bridge St",4781.03,40.695976,-73.990148,40.69766564,-73.98476437,"member"
"52","19A6B4ACD1BFA26F","docked_bike","2021-05-19 19:10:22","2021-05-19 19:21:50","W 26 St & 8 Ave",6297.02,"Greenwich Ave & Charles St",5914.08,40.747348,-73.997235,40.735238,-74.000271,"member"
"281","F818346CC43DA608","docked_bike","2021-05-19 20:50:49","2021-05-19 21:00:08","6 Ave & W 33 St",6364.07,"W 47 St & 10 Ave",6824.07,40.749012,-73.988483,40.76269882,-73.99301222,"member"
"340","D5933B60AC212CAD","docked_bike","2021-05-19 20:57:15","2021-05-19 21:12:40","West Drive & Prospect Park West",3651.04,"Douglass St & 4 Ave",4175.14,40.661063,-73.979452,40.6792788,-73.98154004,"member"
"311","1DF0E885D9742B56","docked_bike","2021-05-20 08:47:55","2021-05-20 09:01:44","Lafayette St & Jersey St",5561.06,"West St & Liberty St",5184.08,40.72456,-73.995652,40.711444,-74.014847,"member"
"313","20E868DE415AD2DC","docked_bike","2021-05-20 08:52:19","2021-05-20 09:03:26","W 43 St & 10 Ave",6756.01,"6 Ave & W 33 St",6364.07,40.760094,-73.994618,40.74901271,-73.98848395,"member"
"306","209153B495D8AAA9","docked_bike","2021-05-20 09:25:51","2021-05-20 09:40:56","University Pl & E 8 St",5755.14,"8 Ave & W 52 St",6816.07,40.731437,-73.994903,40.76370739,-73.9851615,"member"
"300","CD0BBF94D80DC751","docked_bike","2021-05-20 11:34:05","2021-05-20 11:47:19","Barrow St & Hudson St",5805.05,"W 20 St & 7 Ave",6182.02,40.731724,-74.006744,40.74238787,-73.99726235,"member"
"432","7FFBCF1E07EF3915","docked_bike","2021-05-20 14:40:26","2021-05-20 15:07:08","Lawrence St & Willoughby St",4596.09,"Warren St & Court St",4413.08,40.692361,-73.986317,40.686371,-73.99383324,"casual"
"492","003F7F8E4213AB02","docked_bike","2021-05-20 15:09:35","2021-05-20 15:16:28","Central Park West & W 68 St",7079.06,"W 89 St & Columbus Ave",7432.09,40.773406,-73.977825,40.7882213,-73.97041561,"casual"
"91","FC2C4E8189A5A32C","docked_bike","2021-05-20 17:25:42","2021-05-20 17:31:23","5 Ave & E 72 St",7100.07,"E 74 St & 1 Ave",6953.08,40.772828,-73.966852,40.7689738,-73.95482273,"member"
"125","11E319D3B40606BE","docked_bike","2021-05-20 18:15:38","2021-05-20 19:04:50","Willoughby Ave & Walworth St",4634.02,"Franklin Ave & Myrtle Ave",4715.01,40.693317,-73.953819,40.694546087246,-73.9580136537552,"member"
"328","6A9E484810E716B7","docked_bike","2021-05-20 19:57:04","2021-05-20 20:14:51","E 2 St & 2 Ave",5593.02,"Hanson Pl & Ashland Pl",4395.07,40.725028,-73.990696,40.6850680730818,-73.9779075980186,"member"
"181","01E9DC1EF51408E7","docked_bike","2021-05-20 20:51:15","2021-05-20 21:08:27","St Marks Pl & 1 Ave",5626.13,"Greenwich St & Perry St",5922.04,40.727791,-73.985649,40.73498,-74.00697,"casual"
"438","ED718BD80C777F6D","docked_bike","2021-05-20 22:20:39","2021-05-20 22:33:02","1 Ave & E 39 St",6303.01,"Allen St & Hester St",5342.1,40.74714,-73.97113,40.71605866,-73.99190759,"member"
"90","638953A98916292D","docked_bike","2021-05-21 00:24:46","2021-05-21 00:37:33","Broadway & W 51 St",6779.04,"Lexington Ave & E 29 St",6164.09,40.762288,-73.983361,40.7431155537649,-73.9821535348892,"member"
"371","4E18A06AAC90AF38","docked_bike","2021-05-21 06:23:44","2021-05-21 06:24:32","8 Ave & W 33 St",6450.12,"8 Ave & W 33 St",6450.12,40.751551,-73.993934,40.751551,-73.993934,"member"
"106","E7F8B95B0D34FA14","docked_bike","2021-05-21 08:38:34","2021-05-21 08:43:23","Pier 40 - Hudson River Park",5696.03,"West St & Chambers St",5329.03,40.727714,-74.011295,40.71754834,-74.01322069,"member"
"152","4CF3BA656CEB9B6F","docked_bike","2021-05-21 10:30:22","2021-05-21 10:40:23","Brook Ave & E 157 St",7935.07,"Southern Blvd & Tiffany St",7867.04,40.820713,-73.911759,40.818185,-73.894143,"casual"
"461","3E83B7B8DC379025","docked_bike","2021-05-21 11:21:05","2021-05-21 12:04:07","Franklin St & Dupont St",5944.01,"Franklin St & Dupont St",5944.01,40.73564,-73.95866,40.73564,-73.95866,"member"
"417","0F24EB8347B59821","docked_bike","2021-05-21 11:37:27","2021-05-21 11:54:14","Stanton St & Mangin St",5326.06,"Division St & Bowery",5270.08,40.717821,-73.976289,40.714193,-73.996732,"member"
"289","5415388237CAD2E0","docked_bike","2021-05-21 11:49:32","2021-05-21 11:56:19","5 Ave & E 103 St",7511.19,"W 100 St & Manhattan Ave",7538.14,40.792255,-73.952499,40.795,-73.9645,"member"
"10","2043888EB3EA87C1","docked_bike","2021-05-21 11:50:54","2021-05-21 11:59:52","University Pl & E 8 St",5755.14,"W 15 St & 7 Ave",6030.06,40.731437,-73.994903,40.73935542,-73.99931783,"member"
"228","41E78402CB62F697","docked_bike","2021-05-21 13:04:20","2021-05-21 13:24:03","Amsterdam Ave & W 82 St",7360.1,"Lenox Ave & W 117 St",7655.22,40.785246,-73.976673,40.8025566,-73.9490782,"member"
"23","59D8B41CD429DB24","docked_bike","2021-05-21 13:20:06","2021-05-21 13:36:43","Pitt St & Stanton St",5406.04,"Broad St & Bridge St",4962.08,40.71926,-73.98178,40.70365182,-74.01167797,"member"
"37","6825379D22F037AC","docked_bike","2021-05-21 14:49:03","2021-05-21 14:51:41","5 Ave & E 72 St",7100.07,"5 Ave & E 72 St",7100.07,40.772828,-73.966852,40.77282817,-73.96685276,"member"
"310","43E349CA1ADFFF5F","docked_bike","2021-05-21 16:17:10","2021-05-21 16:28:44","44 Dr & Jackson Ave",6352.01,"Crescent St & Broadway",6827.11,40.747182,-73.943263,40.7633589,-73.9286471,"casual"
"469","C995D6E7D17EA719","docked_bike","2021-05-21 16:21:46","2021-05-21 16:38:39","W 22 St & 10 Ave",6306.06,"Pershing Square North",6432.09,40.746919,-74.004518,40.751873,-73.977706,"member"
"325","8D69B4EB681C15B5","docked_bike","2021-05-21 16:26:47","2021-05-21 16:42:47","Stanton St & Norfolk St",5445.07,"Broadway & Battery Pl",4962.01,40.720747,-73.986274,40.70463334,-74.01361706,"member"
"17","9BEC140D76A3DB17","docked_bike","2021-05-21 16:27:30","2021-05-21 16:46:58","Madison Ave & E 82 St",7188.13,"W 40 St & 5 Ave",6474.02,40.778131,-73.960693,40.752269,-73.982079,"member"
"485","E6EB85008310D824","docked_bike","2021-05-21 16:27:32","2021-05-21 16:36:16","S 4 St & Wythe Ave",5204.05,"Bayard St & Leonard St",5442.05,40.712858,-73.965902,40.7191557169604,-73.9488539099693,"member"
"158","745B894B916E7195","docked_bike","2021-05-21 17:24:24","2021-05-21 17:33:38","Sharon St & Olive St",5323.05,"Bedford Ave & Nassau Ave",5550.05,40.715353,-73.93856,40.72311651,-73.95212324,"member"
"468","9ABAD1FF304C290A","docked_bike","2021-05-21 17:33:27","2021-05-21 17:40:51","4 Ave & E 12 St",5788.15,"Cleveland Pl & Spring St",5492.05,40.732647,-73.99011,40.722103786686,-73.997249007225,"member"
"462","62AAE949BA933F45","docked_bike","2021-05-21 17:37:55","2021-05-21 17:47:36","Union Ave & N 12 St",5411.07,"India St & Manhattan Ave",5826.02,40.71924,-73.95242,40.73232194,-73.9550858,"member"
"308","FD922FA827E52FCE","docked_bike","2021-05-21 17:57:28","2021-05-21 18:07:40","Irving Ave & Jefferson St",5051.02,"Morgan Ave & Lombardy St",5503.01,40.70538,-73.92535,40.72226,-73.93889,"member"
"30","9DF88ECF6206C3CF","docked_bike","2021-05-21 18:13:21","2021-05-21 18:16:31","Stanton St & Chrystie St",5523.02,"Forsyth St\t& Grand St",5382.07,40.722293,-73.991475,40.7177981773783,-73.9931613206863,"member"
"82","4460F27D801DCD8E","docked_bike","2021-05-21 18:25:55","2021-05-21 18:30:35","Central Ave & Flushing Ave",4947.04,"Wyckoff Av & Jefferson St",5051.01,40.702831,-73.9333,40.707165,-73.923711,"casual"
"262","A08F64AA7BFD169C","docked_bike","2021-05-21 19:01:19","2021-05-21 19:17:07","5 Ave & E 93 St",7372.1,"W 89 St & Columbus Ave",7432.09,40.785785,-73.957481,40.7882213,-73.97041561,"member"
"209","94055EDABF747371","docked_bike","2021-05-21 19:08:21","2021-05-21 19:10:09","Bruckner Blvd & Bryant Ave",7944.11,"Faile St & Garrison Ave",7922.01,40.821952,-73.888546,40.820578,-73.888271,"member"
"153","2610EE4980BB2409","docked_bike","2021-05-21 19:46:51","2021-05-21 20:01:30","India St & Manhattan Ave",5826.02,"Graham Ave & Herbert St",5403.05,40.732321,-73.955085,40.71929301,-73.94500379,"member"
"326","3C593EFA4D996D71","docked_bike","2021-05-21 22:20:09","2021-05-21 22:40:25","Henry St & Atlantic Ave",4531.05,"Bedford Ave & Bergen St",4066.15,40.690892,-73.996123,40.676368,-73.952918,"casual"
"350","8AC2B136BBDA6BF0","docked_bike","2021-05-22 03:34:40","2021-05-22 03:38:36","St. Ann's Av & Bruckner Blvd",7657.03,"Willis Ave & E 143 St",7798.02,40.803399,-73.919763,40.812299,-73.92037,"casual"
"444","C46DFEAB57126C8A","docked_bike","2021-05-22 13:16:51","2021-05-22 13:33:41","South St & Gouverneur Ln",4953.04,"Centre St & Chambers St",5207.01,40.703553,-74.006702,40.71273266,-74.0046073,"casual"
"80","3CB9257C3B8F5EFD","docked_bike","2021-05-22 15:37:41","2021-05-22 15:46:44","Greenwich St & Hubert St",5470.1,"Pearl St & Peck Slip",5096.11,40.721319,-74.010065,40.708485,-74.002751,"casual"
"315","825B09E9398FCE67","docked_bike","2021-05-22 16:18:42","2021-05-22 16:33:27","E 25 St & 2 Ave",6046.02,"1 Ave & E 68 St",6822.09,40.739126,-73.979737,40.76500525,-73.95818491,"casual"
"458","BD68471B32946C32","docked_bike","2021-05-22 16:20:44","2021-05-22 16:48:33","Riverside Dr & W 82 St",7388.1,"12 Ave & W 40 St",6765.01,40.787208,-73.981281,40.76087502,-74.00277668,"member"
"185","37542719299BD077","docked_bike","2021-05-22 16:34:32","2021-05-22 17:11:16","South St & Whitehall St",4846.01,"Washington Pl & 6 Ave",5838.09,40.701221,-74.012342,40.73224119,-74.00026394,"member"
"144","348E704AEEAC62C9","docked_bike","2021-05-22 16:50:38","2021-05-22 16:58:37","Pershing Square North",6432.09,"E 33 St & 1 Ave",6197.08,40.751873,-73.977706,40.7432268143217,-73.9744978398085,"casual"
"226","FD6DACC1077CDDEC","docked_bike","2021-05-22 16:52:04","2021-05-22 16:56:01","Prospect Park West & 8 St",3722.04,"6 Ave & 9 St",3803.09,40.665146,-73.976376,40.668127,-73.98377641,"member"
"277","785ECBB6E4B7C8B4","docked_bike","2021-05-22 18:24:54","2021-05-22 18:56:28","E 33 St & 5 Ave",6322.01,"Grand St & Greene St",5500.02,40.747659,-73.984907,40.7217000523561,-74.002381414175,"casual"
"223","17272E122F3E0E85","docked_bike","2021-05-22 19:05:32","2021-05-22 19:35:14","Front St & Washington St",4936.01,"1 Pl & Clinton St",4193.14,40.702551,-73.989402,40.680959,-73.999057,"casual"
"282","C7B5D40599DF5E44","docked_bike","2021-05-22 19:11:07","2021-05-22 19:44:28","27 St & Hunter St",6310.06,"27 St & Hunter St",6310.06,40.7485,-73.941275,40.7485,-73.941275,"casual"
